Title                                                           02.11.2020 09:39
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  ^&164-Gd
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
          11515          11515        156.830        156.917        3.75147
          11516          11516        156.847        156.933        3.75152
          11517          11517        156.873        156.950        3.75156
          11518          11518        156.888        156.967         3.7516
          11519          11519        156.904        156.983        3.75163
          11520          11520        156.916        157.000        3.75163
          11521          11521        156.938        157.017        3.75164
          11522          11522        156.958        157.033        3.75166
          11523          11523        156.973        157.050        3.75167
          11524          11524        156.990        157.067        3.75169
          11525          11525        157.005        157.083         3.7517
          11526          11526        157.018        157.100        3.75171
          11527          11527        157.037        157.117        3.75172
          11528          11528        157.055        157.133        3.75171
          11529          11529        157.077        157.150        3.75169
          11530          11530        157.089        157.167        3.75166
          11531          11531        157.104        157.183        3.75161
          11532          11532        157.121        157.200        3.75152
          11533          11533        157.135        157.217        3.75145
          11534          11534        157.157        157.233        3.75138
          11535          11535        157.174        157.250        3.75131
          11536          11536        157.191        157.267        3.75124
          11537          11537        157.204        157.283        3.75119
          11538          11538        157.226        157.300        3.75115
          11539          11539        157.247        157.317        3.75113
          11540          11540        157.261        157.333        3.75116
          11541          11541        157.275        157.350        3.75118
          11542          11542        157.295        157.367        3.75121
          11543          11543        157.313        157.383        3.75124
          11544          11544        157.322        157.400        3.75129
          11545          11545        157.345        157.417        3.75133
          11546          11546        157.361        157.433        3.75137
          11547          11547        157.376        157.450        3.75141
          11548          11548        157.394        157.467        3.75144
          11549          11549        157.411        157.483        3.75146
          11550          11550        157.430        157.500        3.75149
          11551          11551        157.440        157.517        3.75151
          11552          11552        157.457        157.533        3.75151
          11553          11553        157.475        157.550        3.75152
          11554          11554        157.500        157.567        3.75152
          11555          11555        157.519        157.583        3.75152
          11556          11556        157.535        157.600        3.75149
          11557          11557        157.551        157.617        3.75148
          11558          11558        157.569        157.633        3.75147
          11559          11559        157.583        157.650        3.75145
          11560          11560        157.597        157.667        3.75143
          11561          11561        157.613        157.683        3.75141
          11562          11562        157.636        157.700        3.75139
          11563          11563        157.646        157.717        3.75137
          11564          11564        157.666        157.733        3.75135
          11565          11565        157.681        157.750        3.75134
          11566          11566        157.696        157.767        3.75132
          11567          11567        157.712        157.783         3.7513
          11568          11568        157.730        157.800        3.75129
          11569          11569        157.742        157.817        3.75127
          11570          11570        157.757        157.833        3.75126
          11571          11571        157.777        157.850        3.75124
          11572          11572        157.795        157.867        3.75122
          11573          11573        157.814        157.883         3.7512
          11574          11574        157.829        157.900        3.75119
          11575          11575        157.846        157.917        3.75118
          11576          11576        157.860        157.933        3.75119
          11577          11577        157.882        157.950         3.7512
          11578          11578        157.897        157.967        3.75122
          11579          11579        157.908        157.983        3.75124
          11580          11580        157.924        158.000        3.75129
          11581          11581        157.947        158.017        3.75132
          11582          11582        157.962        158.033        3.75136
          11583          11583        157.987        158.050        3.75139
          11584          11584        158.008        158.067        3.75141
          11585          11585        158.023        158.083        3.75142
          11586          11586        158.039        158.100        3.75142
          11587          11587        158.051        158.117        3.75141
          11588          11588        158.072        158.133        3.75135
          11589          11589        158.084        158.150        3.75131
          11590          11590        158.093        158.167        3.75128
          11591          11591        158.121        158.183        3.75124
          11592          11592        158.140        158.200         3.7512
          11593          11593        158.155        158.217        3.75117
          11594          11594        158.174        158.233        3.75116
          11595          11595        158.188        158.250        3.75114
          11596          11596        158.206        158.267        3.75115
          11597          11597        158.217        158.283        3.75115
          11598          11598        158.238        158.300        3.75116
          11599          11599        158.251        158.317        3.75116
          11600          11600        158.276        158.333        3.75116
          11601          11601        158.292        158.350        3.75116
          11602          11602        158.298        158.367        3.75114
          11603          11603        158.322        158.383        3.75111
          11604          11604        158.338        158.400        3.75106
          11605          11605        158.360        158.417        3.75101
          11606          11606        158.371        158.433        3.75097
          11607          11607        158.398        158.450        3.75092
          11608          11608        158.408        158.467        3.75087
          11609          11609        158.419        158.483        3.75084
          11610          11610        158.443        158.500        3.75083
          11611          11611        158.454        158.517        3.75082
          11612          11612        158.472        158.533        3.75085
          11613          11613        158.492        158.550        3.75087
          11614          11614        158.515        158.567         3.7509
          11615          11615        158.531        158.583        3.75093
          11616          11616        158.543        158.600        3.75099
          11617          11617        158.564        158.617        3.75103
          11618          11618        158.580        158.633        3.75107
          11619          11619        158.601        158.650         3.7511
          11620          11620        158.611        158.667        3.75113
          11621          11621        158.628        158.683        3.75115
          11622          11622        158.642        158.700        3.75117
          11623          11623        158.661        158.717        3.75118
          11624          11624        158.676        158.733        3.75117
          11625          11625        158.695        158.750        3.75117
          11626          11626        158.715        158.767        3.75116
          11627          11627        158.736        158.783        3.75115
          11628          11628        158.756        158.800        3.75113
          11629          11629        158.767        158.817        3.75112
          11630          11630        158.788        158.833         3.7511
          11631          11631        158.803        158.850        3.75109
          11632          11632        158.824        158.867        3.75107
          11633          11633        158.838        158.883        3.75106
          11634          11634        158.853        158.900        3.75104
          11635          11635        158.874        158.917        3.75103
          11636          11636        158.882        158.933        3.75102
          11637          11637        158.901        158.950        3.75102
          11638          11638        158.921        158.967        3.75101
          11639          11639        158.942        158.983          3.751
          11640          11640        158.958        159.000          3.751
          11641          11641        158.968        159.017        3.75099
          11642          11642        158.988        159.033        3.75098
          11643          11643        159.006        159.050        3.75097
          11644          11644        159.019        159.067        3.75096
          11645          11645        159.036        159.083        3.75094
          11646          11646        159.056        159.100        3.75091
          11647          11647        159.075        159.117        3.75087
          11648          11648        159.093        159.133        3.75084
          11649          11649        159.104        159.150        3.75079
          11650          11650        159.121        159.167        3.75075
          11651          11651        159.140        159.183        3.75072
          11652          11652        159.151        159.200        3.75069
          11653          11653        159.172        159.217        3.75068
          11654          11654        159.186        159.233        3.75067
          11655          11655        159.197        159.250        3.75067
          11656          11656        159.220        159.267        3.75067
          11657          11657        159.241        159.283         3.7507
          11658          11658        159.251        159.300        3.75071
          11659          11659        159.275        159.317        3.75072
          11660          11660        159.280        159.333        3.75073
          11661          11661        159.301        159.350        3.75072
          11662          11662        159.325        159.367        3.75072
          11663          11663        159.345        159.383        3.75072
          11664          11664        159.361        159.400        3.75073
          11665          11665        159.374        159.417        3.75076
          11666          11666        159.387        159.433        3.75079
          11667          11667        159.410        159.450        3.75084
          11668          11668        159.423        159.467        3.75089
          11669          11669        159.443        159.483        3.75097
          11670          11670        159.455        159.500        3.75103
          11671          11671        159.472        159.517        3.75108
          11672          11672        159.494        159.533        3.75113
          11673          11673        159.510        159.550        3.75113
          11674          11674        159.522        159.567        3.75114
          11675          11675        159.539        159.583        3.75113
          11676          11676        159.556        159.600        3.75111
          11677          11677        159.574        159.617        3.75104
          11678          11678        159.589        159.633          3.751
          11679          11679        159.602        159.650        3.75095
          11680          11680        159.625        159.667        3.75091
          11681          11681        159.636        159.683        3.75086
          11682          11682        159.658        159.700        3.75081
          11683          11683        159.675        159.717        3.75077
          11684          11684        159.689        159.733        3.75072
          11685          11685        159.707        159.750        3.75067
          11686          11686        159.720        159.767        3.75063
          11687          11687        159.738        159.783        3.75058
          11688          11688        159.760        159.800        3.75053
          11689          11689        159.771        159.817        3.75049
          11690          11690        159.792        159.833        3.75046
          11691          11691        159.812        159.850        3.75043
          11692          11692        159.835        159.867        3.75042
          11693          11693        159.847        159.883        3.75041
          11694          11694        159.862        159.900        3.75045
          11695          11695        159.884        159.917        3.75047
          11696          11696        159.899        159.933         3.7505
          11697          11697        159.916        159.950        3.75053
          11698          11698        159.928        159.967        3.75056
          11699          11699        159.951        159.983        3.75057
          11700          11700        159.963        160.000        3.75057
          11701          11701        159.980        160.017        3.75055
          11702          11702        159.992        160.033        3.75049
          11703          11703        160.007        160.050        3.75043
          11704          11704        160.023        160.067        3.75038
          11705          11705        160.043        160.083        3.75033
          11706          11706        160.068        160.100        3.75028
          11707          11707        160.081        160.117        3.75025
          11708          11708        160.100        160.133        3.75024
          11709          11709        160.119        160.150        3.75024
          11710          11710        160.138        160.167         3.7503
          11711          11711        160.158        160.183        3.75033
          11712          11712        160.167        160.200        3.75037
          11713          11713        160.185        160.217         3.7504
          11714          11714        160.191        160.233        3.75046
          11715          11715        160.217        160.250         3.7505
          11716          11716        160.235        160.267        3.75054
          11717          11717        160.262        160.283        3.75058
          11718          11718        160.269        160.300        3.75061
          11719          11719        160.288        160.317        3.75063
          11720          11720        160.299        160.333        3.75064
          11721          11721        160.308        160.350        3.75064
          11722          11722        160.329        160.367        3.75062
          11723          11723        160.346        160.383        3.75061
          11724          11724        160.366        160.400         3.7506
          11725          11725        160.391        160.417        3.75058
          11726          11726        160.408        160.433        3.75056
          11727          11727        160.414        160.450        3.75054
          11728          11728        160.441        160.467        3.75052
          11729          11729        160.458        160.483         3.7505
          11730          11730        160.478        160.500        3.75047
          11731          11731        160.492        160.517        3.75044
          11732          11732        160.502        160.533        3.75041
          11733          11733        160.522        160.550        3.75038
          11734          11734        160.540        160.567        3.75033
          11735          11735        160.557        160.583         3.7503
          11736          11736        160.574        160.600        3.75027
          11737          11737        160.585        160.617        3.75025
          11738          11738        160.608        160.633        3.75024
          11739          11739        160.623        160.650        3.75025
          11740          11740        160.638        160.667        3.75025
          11741          11741        160.658        160.683        3.75026
          11742          11742        160.668        160.700        3.75027
          11743          11743        160.690        160.717        3.75029
          11744          11744        160.701        160.733        3.75031
          11745          11745        160.719        160.750        3.75033
          11746          11746        160.732        160.767        3.75035
          11747          11747        160.755        160.783        3.75037
          11748          11748        160.774        160.800        3.75038
          11749          11749        160.791        160.817        3.75039
          11750          11750        160.812        160.833        3.75041
          11751          11751        160.821        160.850        3.75041
          11752          11752        160.842        160.867        3.75041
          11753          11753        160.858        160.883         3.7504
          11754          11754        160.876        160.900         3.7504
          11755          11755        160.894        160.917        3.75037
          11756          11756        160.904        160.933        3.75033
          11757          11757        160.918        160.950         3.7503
          11758          11758        160.947        160.967        3.75026
          11759          11759        160.965        160.983        3.75021
          11760          11760        160.975        161.000        3.75017
          11761          11761        161.001        161.017        3.75014
          11762          11762        161.015        161.033         3.7501
          11763          11763        161.038        161.050        3.75009
          11764          11764        161.054        161.067        3.75008
          11765          11765        161.068        161.083        3.75007
          11766          11766        161.092        161.100        3.75007
          11767          11767        161.105        161.117        3.75008
          11768          11768        161.119        161.133        3.75009
          11769          11769        161.142        161.150        3.75009
          11770          11770        161.153        161.167         3.7501
          11771          11771        161.167        161.183        3.75009
          11772          11772        161.184        161.200        3.75009
          11773          11773        161.205        161.217        3.75007
          11774          11774        161.216        161.233        3.75005
          11775          11775        161.238        161.250        3.75002
          11776          11776        161.253        161.267           3.75
          11777          11777        161.276        161.283        3.74998
          11778          11778        161.292        161.300        3.74998
          11779          11779        161.311        161.317           3.75
          11780          11780        161.328        161.333        3.75004
          11781          11781        161.342        161.350        3.75009
          11782          11782        161.358        161.367        3.75015
          11783          11783        161.376        161.383        3.75025
          11784          11784        161.396        161.400        3.75033
          11785          11785        161.417        161.417        3.75039
          11786          11786        161.427        161.433        3.75045
          11787          11787        161.446        161.450        3.75046
          11788          11788        161.465        161.467        3.75046
          11789          11789        161.475        161.483        3.75045
          11790          11790        161.491        161.500        3.75043
          11791          11791        161.512        161.517        3.75034
          11792          11792        161.536        161.533        3.75028
          11793          11793        161.546        161.550        3.75021
          11794          11794        161.563        161.567        3.75014
          11795          11795        161.575        161.583        3.75008
          11796          11796        161.601        161.600        3.75003
          11797          11797        161.617        161.617           3.75
          11798          11798        161.634        161.633        3.74998
          11799          11799        161.646        161.650        3.75002
          11800          11800        161.667        161.667        3.75004
          11801          11801        161.679        161.683        3.75007
          11802          11802        161.694        161.700         3.7501
          11803          11803        161.715        161.717        3.75016
          11804          11804        161.733        161.733        3.75018
          11805          11805        161.750        161.750        3.75019
          11806          11806        161.773        161.767        3.75018
          11807          11807        161.789        161.783        3.75014
          11808          11808        161.809        161.800         3.7501
          11809          11809        161.823        161.817        3.75006
          11810          11810        161.835        161.833        3.75002
          11811          11811        161.852        161.850        3.74994
          11812          11812        161.863        161.867        3.74988
          11813          11813        161.875        161.883        3.74983
          11814          11814        161.900        161.900        3.74978
          11815          11815        161.915        161.917        3.74975
          11816          11816        161.930        161.933        3.74973
          11817          11817        161.952        161.950        3.74972
          11818          11818        161.967        161.967        3.74972
          11819          11819        161.990        161.983        3.74976
          11820          11820        162.006        162.000        3.74979
          11821          11821        162.024        162.017        3.74981
          11822          11822        162.038        162.033        3.74983
          11823          11823        162.053        162.050        3.74985
          11824          11824        162.072        162.067        3.74986
          11825          11825        162.093        162.083        3.74986
          11826          11826        162.107        162.100        3.74985
          11827          11827        162.130        162.117        3.74981
          11828          11828        162.141        162.133        3.74977
          11829          11829        162.153        162.150        3.74973
          11830          11830        162.169        162.167         3.7497
          11831          11831        162.192        162.183        3.74966
          11832          11832        162.210        162.200        3.74964
          11833          11833        162.219        162.217        3.74963
          11834          11834        162.242        162.233        3.74963
          11835          11835        162.265        162.250        3.74968
          11836          11836        162.279        162.267        3.74972
          11837          11837        162.294        162.283        3.74975
          11838          11838        162.312        162.300        3.74979
          11839          11839        162.332        162.317        3.74983
          11840          11840        162.340        162.333        3.74985
          11841          11841        162.360        162.350        3.74986
          11842          11842        162.381        162.367        3.74987
          11843          11843        162.389        162.383        3.74984
          11844          11844        162.411        162.400        3.74983
          11845          11845        162.423        162.417        3.74982
          11846          11846        162.442        162.433        3.74982
          11847          11847        162.457        162.450        3.74982
          11848          11848        162.480        162.467        3.74982
          11849          11849        162.499        162.483        3.74984
          11850          11850        162.513        162.500        3.74985
          11851          11851        162.530        162.517        3.74989
          11852          11852        162.543        162.533        3.74991
          11853          11853        162.560        162.550        3.74994
          11854          11854        162.572        162.567        3.74996
          11855          11855        162.591        162.583        3.74998
          11856          11856        162.609        162.600        3.74999
          11857          11857        162.628        162.617        3.74999
          11858          11858        162.652        162.633        3.74999
          11859          11859        162.663        162.650        3.74997
          11860          11860        162.680        162.667        3.74996
          11861          11861        162.691        162.683        3.74994
          11862          11862        162.700        162.700        3.74991
          11863          11863        162.731        162.717        3.74988
          11864          11864        162.746        162.733        3.74985
          11865          11865        162.763        162.750        3.74982
          11866          11866        162.773        162.767         3.7498
          11867          11867        162.793        162.783        3.74978
          11868          11868        162.810        162.800        3.74976
          11869          11869        162.822        162.817        3.74974
          11870          11870        162.845        162.833        3.74973
          11871          11871        162.860        162.850        3.74972
          11872          11872        162.883        162.867        3.74971
          11873          11873        162.886        162.883         3.7497
          11874          11874        162.918        162.900        3.74969
          11875          11875        162.929        162.917        3.74968
          11876          11876        162.949        162.933        3.74967
          11877          11877        162.961        162.950        3.74966
          11878          11878        162.974        162.967        3.74965
          11879          11879        163.002        162.983        3.74964
          11880          11880        163.016        163.000        3.74964
          11881          11881        163.031        163.017        3.74965
          11882          11882        163.036        163.033        3.74965
          11883          11883        163.063        163.050        3.74968
          11884          11884        163.078        163.067        3.74971
          11885          11885        163.096        163.083        3.74974
          11886          11886        163.105        163.100        3.74977
          11887          11887        163.130        163.117        3.74982
          11888          11888        163.146        163.133        3.74986
          11889          11889        163.165        163.150        3.74989
          11890          11890        163.191        163.167        3.74991
          11891          11891        163.195        163.183        3.74991
          11892          11892        163.209        163.200         3.7499
          11893          11893        163.233        163.217        3.74989
          11894          11894        163.241        163.233        3.74986
          11895          11895        163.268        163.250        3.74983
          11896          11896        163.283        163.267        3.74976
          11897          11897        163.299        163.283        3.74971
          11898          11898        163.314        163.300        3.74966
          11899          11899        163.328        163.317         3.7496
          11900          11900        163.347        163.333        3.74955
          11901          11901        163.365        163.350         3.7495
          11902          11902        163.379        163.367        3.74947
          11903          11903        163.399        163.383        3.74943
          11904          11904        163.414        163.400        3.74943
          11905          11905        163.434        163.417        3.74942
          11906          11906        163.448        163.433        3.74941
          11907          11907        163.461        163.450        3.74942
          11908          11908        163.477        163.467        3.74946
          11909          11909        163.498        163.483        3.74949
          11910          11910        163.520        163.500        3.74952
          11911          11911        163.534        163.517        3.74955
          11912          11912        163.541        163.533        3.74961
          11913          11913        163.558        163.550        3.74966
          11914          11914        163.585        163.567         3.7497
          11915          11915        163.595        163.583        3.74974
          11916          11916        163.618        163.600        3.74976
          11917          11917        163.629        163.617        3.74978
          11918          11918        163.656        163.633        3.74978
          11919          11919        163.664        163.650        3.74978
          11920          11920        163.677        163.667        3.74973
          11921          11921        163.703        163.683         3.7497
          11922          11922        163.715        163.700        3.74965
          11923          11923        163.732        163.717        3.74961
          11924          11924        163.749        163.733        3.74954
          11925          11925        163.769        163.750        3.74949
          11926          11926        163.789        163.767        3.74944
          11927          11927        163.807        163.783         3.7494
          11928          11928        163.820        163.800        3.74938
          11929          11929        163.835        163.817        3.74936
          11930          11930        163.856        163.833        3.74936
          11931          11931        163.869        163.850        3.74936
          11932          11932        163.886        163.867         3.7494
          11933          11933        163.904        163.883        3.74943
          11934          11934        163.916        163.900        3.74947
          11935          11935        163.929        163.917         3.7495
          11936          11936        163.952        163.933        3.74954
          11937          11937        163.979        163.950        3.74957
          11938          11938        163.992        163.967        3.74959
          11939          11939        164.007        163.983         3.7496
          11940          11940        164.029        164.000        3.74959
          11941          11941        164.040        164.017        3.74959
          11942          11942        164.059        164.033        3.74958
          11943          11943        164.073        164.050        3.74957
          11944          11944        164.092        164.067        3.74954
          11945          11945        164.103        164.083        3.74953
          11946          11946        164.118        164.100        3.74951
          11947          11947        164.150        164.117        3.74949
          11948          11948        164.157        164.133        3.74946
          11949          11949        164.178        164.150        3.74944
          11950          11950        164.192        164.167        3.74941
          11951          11951        164.208        164.183        3.74939
          11952          11952        164.227        164.200        3.74936
          11953          11953        164.237        164.217        3.74933
          11954          11954        164.248        164.233        3.74931
          11955          11955        164.267        164.250        3.74928
          11956          11956        164.291        164.267        3.74926
          11957          11957        164.304        164.283        3.74924
          11958          11958        164.328        164.300        3.74922
          11959          11959        164.340        164.317         3.7492
          11960          11960        164.356        164.333        3.74919
          11961          11961        164.373        164.350        3.74917
          11962          11962        164.392        164.367        3.74914
          11963          11963        164.410        164.383        3.74911
          11964          11964        164.426        164.400        3.74907
          11965          11965        164.441        164.417        3.74903
          11966          11966        164.462        164.433        3.74899
          11967          11967        164.478        164.450        3.74896
          11968          11968        164.491        164.467        3.74893
          11969          11969        164.523        164.483         3.7489
          11970          11970        164.528        164.500        3.74889
          11971          11971        164.542        164.517        3.74888
          11972          11972        164.568        164.533        3.74889
          11973          11973        164.583        164.550         3.7489
          11974          11974        164.600        164.567        3.74892
          11975          11975        164.611        164.583        3.74894
          11976          11976        164.626        164.600        3.74897
          11977          11977        164.640        164.617          3.749
          11978          11978        164.658        164.633        3.74903
          11979          11979        164.674        164.650        3.74906
          11980          11980        164.701        164.667        3.74909
          11981          11981        164.712        164.683        3.74911
          11982          11982        164.734        164.700        3.74912
          11983          11983        164.752        164.717        3.74913
          11984          11984        164.769        164.733        3.74912
          11985          11985        164.791        164.750        3.74911
          11986          11986        164.803        164.767         3.7491
          11987          11987        164.820        164.783        3.74909
          11988          11988        164.837        164.800        3.74906
          11989          11989        164.846        164.817        3.74903
          11990          11990        164.865        164.833        3.74901
          11991          11991        164.885        164.850        3.74899
          11992          11992        164.899        164.867        3.74897
          11993          11993        164.914        164.883        3.74895
          11994          11994        164.936        164.900        3.74893
          11995          11995        164.962        164.917        3.74891
          11996          11996        164.974        164.933        3.74889
          11997          11997        164.982        164.950        3.74887
          11998          11998        165.009        164.967        3.74885
          11999          11999        165.024        164.983        3.74882
          12000          12000        165.030        165.000         3.7488
          12001          12001        165.051        165.017        3.74878
          12002          12002        165.074        165.033        3.74878
          12003          12003        165.089        165.050        3.74878
          12004          12004        165.114        165.067        3.74882
          12005          12005        165.130        165.083        3.74887
          12006          12006        165.141        165.100        3.74892
          12007          12007        165.164        165.117        3.74898
          12008          12008        165.177        165.133        3.74907
          12009          12009        165.186        165.150        3.74913
          12010          12010        165.215        165.167        3.74918
          12011          12011        165.235        165.183        3.74922
          12012          12012        165.249        165.200        3.74922
          12013          12013        165.261        165.217        3.74922
          12014          12014        165.279        165.233        3.74921
          12015          12015        165.298        165.250        3.74919
          12016          12016        165.315        165.267        3.74913
          12017          12017        165.330        165.283        3.74909
          12018          12018        165.351        165.300        3.74905
          12019          12019        165.365        165.317        3.74901
          12020          12020        165.378        165.333        3.74896
          12021          12021        165.397        165.350        3.74891
          12022          12022        165.418        165.367        3.74886
          12023          12023        165.430        165.383         3.7488
          12024          12024        165.454        165.400        3.74874
          12025          12025        165.469        165.417        3.74868
          12026          12026        165.487        165.433        3.74861
          12027          12027        165.502        165.450        3.74855
          12028          12028        165.515        165.467         3.7485
          12029          12029        165.533        165.483        3.74846
          12030          12030        165.556        165.500        3.74843
          12031          12031        165.563        165.517         3.7484
          12032          12032        165.581        165.533        3.74841
          12033          12033        165.604        165.550        3.74841
          12034          12034        165.620        165.567        3.74842
          12035          12035        165.632        165.583        3.74842
          12036          12036        165.654        165.600        3.74844
          12037          12037        165.661        165.617        3.74846
          12038          12038        165.681        165.633        3.74846
          12039          12039        165.697        165.650        3.74847
          12040          12040        165.720        165.667        3.74846
          12041          12041        165.736        165.683        3.74846
          12042          12042        165.751        165.700        3.74845
          12043          12043        165.764        165.717        3.74845
          12044          12044        165.781        165.733        3.74845
          12045          12045        165.807        165.750        3.74846
          12046          12046        165.822        165.767        3.74848
          12047          12047        165.835        165.783        3.74851
          12048          12048        165.854        165.800        3.74856
          12049          12049        165.868        165.817         3.7486
          12050          12050        165.885        165.833        3.74864
          12051          12051        165.896        165.850        3.74868
          12052          12052        165.915        165.867        3.74871
          12053          12053        165.932        165.883        3.74873
          12054          12054        165.953        165.900        3.74874
          12055          12055        165.970        165.917        3.74875
          12056          12056        165.984        165.933        3.74873
          12057          12057        166.007        165.950        3.74872
          12058          12058        166.013        165.967         3.7487
          12059          12059        166.032        165.983        3.74868
          12060          12060        166.051        166.000        3.74864
          12061          12061        166.070        166.017        3.74861
          12062          12062        166.090        166.033        3.74857
          12063          12063        166.101        166.050        3.74852
          12064          12064        166.120        166.067        3.74847
          12065          12065        166.132        166.083        3.74843
          12066          12066        166.153        166.100        3.74839
          12067          12067        166.171        166.117        3.74835
          12068          12068        166.183        166.133        3.74834
          12069          12069        166.202        166.150        3.74834
          12070          12070        166.217        166.167        3.74835
          12071          12071        166.235        166.183        3.74837
          12072          12072        166.251        166.200        3.74844
          12073          12073        166.270        166.217         3.7485
          12074          12074        166.284        166.233        3.74855
          12075          12075        166.297        166.250        3.74861
          12076          12076        166.313        166.267        3.74867
          12077          12077        166.337        166.283        3.74871
          12078          12078        166.349        166.300        3.74874
          12079          12079        166.377        166.317        3.74876
          12080          12080        166.391        166.333        3.74874
          12081          12081        166.414        166.350        3.74874
          12082          12082        166.430        166.367        3.74873
          12083          12083        166.438        166.383        3.74872
          12084          12084        166.457        166.400        3.74869
          12085          12085        166.475        166.417        3.74867
          12086          12086        166.495        166.433        3.74865
          12087          12087        166.506        166.450        3.74864
          12088          12088        166.525        166.467        3.74863
          12089          12089        166.537        166.483        3.74862
          12090          12090        166.562        166.500        3.74861
          12091          12091        166.574        166.517         3.7486
          12092          12092        166.598        166.533         3.7486
          12093          12093        166.615        166.550         3.7486
          12094          12094        166.629        166.567        3.74859
          12095          12095        166.651        166.583        3.74859
          12096          12096        166.657        166.600        3.74858
          12097          12097        166.681        166.617        3.74857
          12098          12098        166.695        166.633        3.74855
          12099          12099        166.716        166.650        3.74854
