       Field	   Intensity
        [mT]	         [ ]
     481.750	  3.4616e+03
     482.000	  4.1476e+03
     482.250	  4.1354e+03
     482.500	  3.5262e+03
     482.750	  3.1577e+03
     483.000	  2.9377e+03
     483.250	  2.7850e+03
     483.500	  2.9330e+03
     483.750	  2.8949e+03
     484.000	  2.4774e+03
     484.250	  2.4274e+03
     484.500	  2.7107e+03
     484.750	  2.3449e+03
     485.000	  1.7607e+03
     485.250	  2.3551e+03
     485.500	  3.6462e+03
     485.750	  4.2066e+03
     486.000	  4.3131e+03
     486.250	  4.5614e+03
     486.500	  4.5602e+03
     486.750	  4.5985e+03
     487.000	  4.9181e+03
     487.250	  4.9363e+03
     487.500	  4.7082e+03
     487.750	  4.2722e+03
     488.000	  3.2302e+03
     488.250	  2.0856e+03
     488.500	  1.9175e+03
     488.750	  2.9236e+03
     489.000	  3.6537e+03
     489.250	  2.9061e+03
     489.500	  2.1857e+03
     489.750	  3.1981e+03
     490.000	  5.1402e+03
     490.250	  6.5833e+03
     490.500	  6.7819e+03
     490.750	  5.7909e+03
     491.000	  4.8378e+03
     491.250	  4.5403e+03
     491.500	  4.2817e+03
     491.750	  4.1274e+03
     492.000	  4.6037e+03
     492.250	  5.5362e+03
     492.500	  6.3504e+03
     492.750	  6.6598e+03
     493.000	  6.0924e+03
     493.250	  4.1800e+03
     493.500	  2.0154e+03
     493.750	  1.5755e+03
     494.000	  2.3686e+03
     494.250	  3.1574e+03
     494.500	  4.1522e+03
     494.750	  4.7542e+03
     495.000	  4.5002e+03
     495.250	  4.4419e+03
     495.500	  4.8481e+03
     495.750	  5.0000e+03
     496.000	  4.4154e+03
     496.250	  3.6817e+03
     496.500	  4.0475e+03
     496.750	  5.2495e+03
     497.000	  6.3636e+03
     497.250	  7.0522e+03
     497.500	  6.7369e+03
     497.750	  5.8735e+03
     498.000	  5.6055e+03
     498.250	  5.7719e+03
     498.500	  6.0394e+03
     498.750	  5.9276e+03
     499.000	  4.8230e+03
     499.250	  3.8552e+03
     499.500	  3.7425e+03
     499.750	  3.5597e+03
