Lu_2uM_1cm,,Lu_2uM_1cm1,,Lu_5uM_1cm,,Lu_10uM_1cm,,Lu_20uM_1cm,,Lu_50uM_1cm,,Lu_100uM_1mm,,Lu_200uM_1mm,,Lu_500uM_1mm,,Lu_1mM_1mm,,Cell1 Blank,,Lu_2mM_100um,,Lu_5mM_100um,,Lu_10mM_100um,,Lu_20mM_100um,,Lu_30mM_100um,,Lu_50mM_10um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
448,0.002444626763,448,0.002596732927,448,0.003227466019,448,0.001633054111,448,0.002580952132,448,0.002296685474,448,-0.000103531529,448,-0.00100130483,448,0.004124180879,448,0.005228210706,448,0.002237746958,448,-0.0009085783386,448,0.001031277934,448,0.001828961889,448,-0.003152880119,448,-0.004466409329,448,-0.003738775384,
447,0.002398526296,447,0.002416018397,447,0.003132679034,447,0.001683698967,447,0.002460740972,447,0.002417554148,447,0.0002371025184,447,-0.0006826457102,447,0.004134764429,447,0.005506643094,447,0.002294603735,447,-0.0009798167739,447,0.001010831795,447,0.002234702697,447,-0.003129391,447,-0.004524667747,447,-0.003843575018,
446,0.002043891465,446,0.002632983727,446,0.003141752677,446,0.001582337311,446,0.002601837041,446,0.002092919545,446,4.372360127E-5,446,-0.0007841025363,446,0.004087674432,446,0.005241572857,446,0.002349802293,446,-0.0009209257551,446,0.001193947392,446,0.002494559158,446,-0.003177447477,446,-0.004552590195,446,-0.003441124223,
445,0.002162088174,445,0.00248825876,445,0.003350420156,445,0.001462999498,445,0.002663429594,445,0.002286614617,445,-0.0002334804303,445,-0.000796970271,445,0.004132464994,445,0.005287242122,445,0.002273889724,445,-0.0007435846492,445,0.00143159891,445,0.002930579241,445,-0.003039276926,445,-0.004439147655,445,-0.003066883655,
444,0.002410968533,444,0.002577228472,444,0.003185220063,444,0.001653945423,444,0.002698305529,444,0.002441268647,444,0.0001680583373,444,-0.0007861179765,444,0.004609113093,444,0.00586498389,444,0.002385642147,444,-0.001018866431,444,0.001440299442,444,0.003037730232,444,-0.003305914812,444,-0.004198124632,444,-0.002678479766,
443,0.002172598615,443,0.002559469547,443,0.003223371692,443,0.001629624399,443,0.00266663311,443,0.002181990305,443,0.0001670224883,443,-0.0004392180126,443,0.004259230569,443,0.005810412578,443,0.002545851283,443,-0.0009091982502,443,0.001485441113,443,0.003129654564,443,-0.003254994983,443,-0.004483318888,443,-0.00230713468,
442,0.002446214668,442,0.002801986178,442,0.003268412082,442,0.001495467382,442,0.00255147554,442,0.002193697961,442,0.0001630086481,442,-0.0007097824127,442,0.004572461359,442,0.005730194505,442,0.002508462174,442,-0.0009404019802,442,0.001715949387,442,0.003713721409,442,-0.003130316036,442,-0.004093154334,442,-0.001747355214,
441,0.002093205694,441,0.002481724136,441,0.003445046023,441,0.001433676691,441,0.002777287969,441,0.002571551828,441,5.161968875E-5,441,-0.0007302501472,441,0.004340981599,441,0.005839744117,441,0.002495105844,441,-0.0006272298051,441,0.002016167855,441,0.004157423042,441,-0.00288064545,441,-0.003915154375,441,-0.001975878607,
440,0.002105301013,440,0.002686558291,440,0.003194842255,440,0.001549629145,440,0.002541685244,440,0.002550746547,440,0.0001223802101,440,-0.0004636289959,440,0.004507066682,440,0.006089323666,440,0.002619649749,440,-0.0007428610697,440,0.001925128861,440,0.004440713674,440,-0.003196822712,440,-0.003787329188,440,-0.001883720746,
439,0.002380514517,439,0.002738524461,439,0.003602227196,439,0.001665638643,439,0.002760667121,439,0.002290648175,439,-2.738649164E-5,439,-0.0005792004522,439,0.004363833927,439,0.005888231564,439,0.002510102466,439,-0.0006942758919,439,0.002399333287,439,0.005286534782,439,-0.002760694828,439,-0.003760281485,439,-0.00195552106,
438,0.002581368899,438,0.002687860513,438,0.003263769671,438,0.001334892004,438,0.002637775848,438,0.0022568719,438,-0.000229806581,438,-0.0007791413809,438,0.00456424756,438,0.006157189142,438,0.002863450674,438,-0.0007684436277,438,0.002359848469,438,0.005116091575,438,-0.002878793981,438,-0.003849681467,438,-0.002289779484,
437,0.001837280462,437,0.002210713224,437,0.003044142853,437,0.001213675365,437,0.002490159357,437,0.002419975121,437,0.0004269399797,437,-0.0003007425694,437,0.004613456316,437,0.006613251753,437,0.002654652344,437,-0.0005285803345,437,0.002644755412,437,0.005880307406,437,-0.002685528947,437,-0.003506453475,437,-0.001883205259,
436,0.002103662118,436,0.002448870102,436,0.003263534978,436,0.001457233448,436,0.002464333549,436,0.002299756277,436,0.0001588394662,436,-0.00043363226,436,0.004622403532,436,0.006568309851,436,0.00279852096,436,-0.0006409293273,436,0.002762985649,436,0.006257654633,436,-0.002720823977,436,-0.003549435874,436,-0.001762102242,
435,0.00253416039,435,0.002662075218,435,0.003593352856,435,0.001597873983,435,0.002992713591,435,0.00276988931,435,-8.075671212E-5,435,-0.0006064470508,435,0.004728585947,435,0.006668134127,435,0.0025748068,435,-0.0004551991005,435,0.003105850425,435,0.006856675725,435,-0.002464843215,435,-0.003052078187,435,-0.001280707773,
434,0.002527182456,434,0.002720159711,434,0.003375933506,434,0.001542381244,434,0.002734773094,434,0.002593217418,434,0.0004220427363,434,-0.0004157884105,434,0.004831705708,434,0.007263510488,434,0.002957788063,434,-0.0006148740067,434,0.003081552219,434,0.007260641549,434,-0.002521672286,434,-0.003068940016,434,-0.001078673638,
433,0.001931603067,433,0.002529629739,433,0.003175676102,433,0.001401602989,433,0.002599128755,433,0.002367188223,433,-0.0001347931975,433,-0.0006834727246,433,0.004319908563,433,0.006963668857,433,0.002678900724,433,-0.0005620864104,433,0.003713434096,433,0.008289907128,433,-0.002398224315,433,-0.002541540191,433,-0.0003032776294,
432,0.002268711571,432,0.002677233657,432,0.003193694865,432,0.001513416646,432,0.002644260647,432,0.002262544353,432,5.586551197E-5,432,-0.0005431103054,432,0.004923565313,432,0.007255535107,432,0.002990315668,432,-0.0005179281579,432,0.003574116854,432,0.008807754144,432,-0.002358217258,432,-0.002775819041,432,-0.0005600699224,
431,0.002329788404,431,0.002618503757,431,0.003306153696,431,0.00127823872,431,0.002750168787,431,0.002529317513,431,0.0001260570716,431,-0.0005820440711,431,0.005133824423,431,0.007981102914,431,0.003159926506,431,-0.0004487860424,431,0.003923081793,431,0.009165657684,431,-0.002421444282,431,-0.00269962661,431,-0.0007335062837,
430,0.002255726838,430,0.002556735417,430,0.003170200158,430,0.001524041058,430,0.002597331768,430,0.002598503605,430,0.0002644539054,430,-0.000236895532,430,0.00505215954,430,0.008177600801,430,0.003148688469,430,-0.0002451744513,430,0.004176476039,430,0.01039390825,430,-0.002161268843,430,-0.002347661415,430,-0.0004924342502,
429,0.002572983969,429,0.002710130997,429,0.00339109078,429,0.001562073012,429,0.002708828775,429,0.002598894294,429,0.0002046768059,429,-0.0002781850344,429,0.005308965221,429,0.008262968622,429,0.003011298366,429,-0.0002855318889,429,0.004783231299,429,0.01158796903,429,-0.001841964899,429,-0.002003089292,429,8.035748033E-5,
428,0.002406153129,428,0.002409406705,428,0.003201439977,428,0.001300411066,428,0.002801152412,428,0.002332468983,428,0.0001003456055,428,-0.0004193572386,428,0.005435681436,428,0.008714064956,428,0.00317604118,428,-0.0001692094957,428,0.005118606146,428,0.01227533445,428,-0.001942223636,428,-0.001903875498,428,0.0002277785825,
427,0.002239516238,427,0.002572072437,427,0.003354280954,427,0.001592859509,427,0.002535540378,427,0.002726072678,427,0.0004362422624,427,4.297283158E-5,427,0.005280979909,427,0.009409829043,427,0.003127985867,427,0.0002059199178,427,0.00567718735,427,0.01339195203,427,-0.001625956502,427,-0.001354620559,427,0.001156985876,
426,0.002009796211,426,0.002590300748,426,0.003138910513,426,0.001484168344,426,0.002692470793,426,0.002284975257,426,0.0002831035526,426,0.0001302259479,426,0.006006193347,426,0.009863840416,426,0.003180552274,426,4.58723589E-5,426,0.006248016842,426,0.01455438323,426,-0.001525057247,426,-0.001044432749,426,0.001999003813,
425,0.002626004163,425,0.00284177158,425,0.003177162493,425,0.001487570931,425,0.002732715337,425,0.002710000845,425,0.0001158551604,425,-0.0004837463202,425,0.005648863502,425,0.01011418086,425,0.003174294019,425,0.0002369730209,425,0.006880712695,425,0.01593427733,425,-0.001244056388,425,-0.0008248749655,425,0.002391654765,
424,0.002345533809,424,0.002996727591,424,0.003861728357,424,0.001821787213,424,0.003068908351,424,0.003260300728,424,0.0001728232164,424,-0.0001860284974,424,0.005632630549,424,0.01095186081,424,0.002952236682,424,0.0007531318697,424,0.007634369191,424,0.01774201728,424,-0.0006490454543,424,0.0001011223649,424,0.003522285493,
423,0.002237434732,423,0.002926748246,423,0.003426442621,423,0.001668159268,423,0.00284284004,423,0.002926904708,423,0.0006477874122,423,0.0002272864949,423,0.005921110511,423,0.01157419756,423,0.003028658684,423,0.0005017268122,423,0.008265132084,423,0.01895434409,423,-0.0004260293208,423,0.0001889568957,423,0.003763356013,
422,0.002538951347,422,0.003033324843,422,0.00348830875,422,0.001396487001,422,0.002979160054,422,0.002831896534,422,0.0002478252864,422,-0.0001759889274,422,0.006439291872,422,0.01221595798,422,0.003127229633,422,0.0008092758944,422,0.008916681632,422,0.0209006574,422,-0.0001274438109,422,0.000520231144,422,0.003686256241,
421,0.00250458275,421,0.00294355792,421,0.003500364721,421,0.001589326188,421,0.002932820469,421,0.003274358809,421,0.0002672771807,421,-2.572989069E-5,421,0.006546733901,421,0.01325240452,421,0.003185402602,421,0.001089430181,421,0.009798172861,421,0.02312634513,421,9.977598529E-5,421,0.001299034921,421,0.004004508257,
420,0.002327914583,420,0.002917757258,420,0.00349068339,420,0.00167457771,420,0.002821500646,420,0.002974207979,420,0.0004792064719,420,0.0002659043821,420,0.006910826545,420,0.01441585273,420,0.003310953034,420,0.001278913696,420,0.01093582716,420,0.02492899448,420,0.0003056655114,420,0.001943277894,420,0.004823198542,
419,0.002548038494,419,0.002856753999,419,0.003468164243,419,0.00169682235,419,0.002924116096,419,0.003129393794,419,0.0008944782312,419,0.0005198164727,419,0.007639348507,419,0.0154880695,419,0.003087417921,419,0.001585532911,419,0.01199106593,419,0.02738940343,419,0.0007502016961,419,0.002892557532,419,0.006141751073,
418,0.002552803606,418,0.003254276235,418,0.003538309131,418,0.001736194827,418,0.003033741843,418,0.003524738597,418,0.0001390816906,418,-0.000109173292,418,0.007359861862,418,0.01641863212,418,0.003393464955,418,0.001634041546,418,0.01311143488,418,0.03021607175,418,0.001314068097,418,0.003279888071,418,0.007084527984,
417,0.002603243105,417,0.003223319538,417,0.003585444298,417,0.001629546401,417,0.003121806541,417,0.003834541189,417,0.000650379865,417,0.0004359054146,417,0.008148849942,417,0.01845910586,417,0.003291729605,417,0.001999445958,417,0.01440185774,417,0.03340022266,417,0.001778014237,417,0.004571990576,417,0.008841620758,
416,0.002487451769,416,0.003190748394,416,0.003694088431,416,0.001959425397,416,0.002789584687,416,0.003628564533,416,0.000710425782,416,0.0007417483139,416,0.00891884882,416,0.02013345994,416,0.003134582425,416,0.002968812827,416,0.01603568718,416,0.03718293086,416,0.002423150931,416,0.005675771274,416,0.01077522617,
415,0.0027589479,415,0.003106893273,415,0.003660385497,415,0.001620010589,415,0.00305316248,415,0.003701163456,415,0.0004981245147,415,0.0003633579763,415,0.009220942855,415,0.02131486125,415,0.003380655311,415,0.002829395235,415,0.01784492843,415,0.04120438173,415,0.003343037795,415,0.006394735537,415,0.01211083122,
414,0.002639702987,414,0.003121624002,414,0.003731527599,414,0.0019516506,414,0.003038069,414,0.004444113467,414,0.0006803758442,414,0.00105502049,414,0.009852612391,414,0.02376756445,414,0.003537682816,414,0.003590194508,414,0.01996487007,414,0.04556774348,414,0.003915872425,414,0.007917670533,414,0.01350727025,
413,0.002508982783,413,0.00289526768,413,0.003713669255,413,0.001730373246,413,0.003114949446,413,0.004496813752,413,0.001205420587,413,0.001239193138,413,0.01101565827,413,0.02640661411,413,0.003352820175,413,0.004057285376,413,0.02248620801,413,0.05081210285,413,0.004817649256,413,0.009392607957,413,0.01515906863,
412,0.00292919809,412,0.003282157239,412,0.00377774355,412,0.002077833284,412,0.003513960633,412,0.005025631282,412,0.0009600319318,412,0.00118115067,412,0.01163005643,412,0.02871372923,412,0.003387986217,412,0.004763392732,412,0.02499208227,412,0.05662097409,412,0.005796403624,412,0.01082002185,412,0.01668356732,
411,0.002765408484,411,0.003158466425,411,0.00369458436,411,0.001802889514,411,0.003348776605,411,0.00512455171,411,0.001039166003,411,0.001353873406,411,0.0128695732,411,0.03198583797,411,0.003428268945,411,0.005640812684,411,0.0280924011,411,0.06354329735,411,0.007075239904,411,0.01278358884,411,0.01903071441,
410,0.002577618929,410,0.002975537209,410,0.00378586445,410,0.002108890563,410,0.003454439109,410,0.005892429966,410,0.001361637493,410,0.002123535611,410,0.01377385575,410,0.03599696979,410,0.003492040327,410,0.006552173756,410,0.0317979306,410,0.07085350156,410,0.0082302019,410,0.01502964366,410,0.02197461948,
409,0.00273677893,409,0.002784660785,409,0.00391955534,409,0.00212345738,409,0.003488100134,409,0.006404928397,409,0.00122460397,409,0.002215864835,409,0.0156956166,409,0.04015028477,409,0.003364167875,409,0.007814053446,409,0.03591547906,409,0.07969777286,409,0.009813582525,409,0.01765759662,409,0.02554973774,
408,0.002806337085,408,0.002821057569,408,0.003978513647,408,0.002194790635,408,0.003922062926,408,0.007345776539,408,0.001192857162,408,0.002629780443,408,0.01696643047,408,0.04504484311,408,0.003606116399,408,0.008948364295,408,0.04066456109,408,0.09004341066,408,0.01181861013,408,0.02049648203,408,0.02908477373,
407,0.002608060837,407,0.002961488906,407,0.003871966386,407,0.002444730839,407,0.003980656154,407,0.008321305737,407,0.002417241922,407,0.003861127654,407,0.01982037537,407,0.05207006633,407,0.003760953899,407,0.01056545507,407,0.04563585669,407,0.1010060757,407,0.01324744057,407,0.02339906618,407,0.03345778584,
406,0.002806727774,406,0.003067370038,406,0.004039230756,406,0.002578269923,406,0.004719898105,406,0.009661284275,406,0.002249846235,406,0.004153659567,406,0.02214235812,406,0.05858933181,406,0.003603219055,406,0.01240820251,406,0.05208643526,406,0.1147767901,406,0.01588790305,406,0.02713091858,406,0.03812509403,
405,0.002955833217,405,0.002747928491,405,0.004163173027,405,0.002719378332,405,0.005239345599,405,0.0108915763,405,0.002338975435,405,0.004616883583,405,0.02484316565,405,0.06675822288,405,0.003614155808,405,0.01444333605,405,0.05927461758,405,0.130480513,405,0.01858250424,405,0.03151484951,405,0.04336985573,
404,0.002717164112,404,0.003055326175,404,0.004439301789,404,0.003401578637,404,0.006178640295,404,0.01347269025,404,0.002713126596,404,0.005989186,404,0.02834214643,404,0.0771959573,404,0.003734895727,404,0.01700726524,404,0.06817825884,404,0.1482609957,404,0.02154659294,404,0.03629055992,404,0.04920289293,
403,0.00281735789,403,0.003021490294,403,0.004404834937,403,0.003709805198,403,0.00674271537,403,0.01575981826,403,0.003870634362,403,0.007589663845,403,0.03345510364,403,0.08971417695,403,0.003603636753,403,0.02003637515,403,0.07818722725,403,0.1697701514,403,0.02496337518,403,0.04234747589,403,0.05709328875,
402,0.002969464287,402,0.003001627978,402,0.004921968095,402,0.004211917985,402,0.008026876487,402,0.01915265247,402,0.004029119387,402,0.008705032989,402,0.03854752332,402,0.1040881947,402,0.003512447234,402,0.02346717753,402,0.09026432037,402,0.1944326758,402,0.02921145037,402,0.04892678186,402,0.06549859047,
401,0.003469990799,401,0.003575369483,401,0.005532283336,401,0.00532298442,401,0.009944507852,401,0.02400402725,401,0.004723927937,401,0.01127022319,401,0.04554209858,401,0.1225330457,401,0.003685499309,401,0.0274701938,401,0.1041479409,401,0.2234353721,401,0.03399806842,401,0.05655733868,401,0.07497837394,
400,0.003176693106,400,0.003654198488,400,0.005781608168,400,0.00628730515,400,0.01183970459,400,0.02992081642,400,0.006877635606,400,0.01457052398,400,0.05434789136,400,0.1452080309,400,0.003194816178,400,0.0330324024,400,0.1204642281,400,0.2571314871,400,0.03954986855,400,0.06575857848,400,0.08643577248,
399,0.003666154807,399,0.003867552383,399,0.006581870839,399,0.008013851009,399,0.01515236683,399,0.03804481402,399,0.007761818822,399,0.01797106676,399,0.0652827099,399,0.1719016433,399,0.00337449857,399,0.03908936307,399,0.14008075,399,0.2962104082,399,0.04614475742,399,0.07628577948,399,0.0987406671,
398,0.00568156736,398,0.006142879836,398,0.009715124033,398,0.01259536203,398,0.02324873023,398,0.05654872581,398,0.009338729084,398,0.01718462259,398,0.08696364611,398,0.2267263979,398,0.008991412818,398,0.0477046594,398,0.1718457788,398,0.3654952943,398,0.05547494441,398,0.09390693158,398,0.1198316589,
397,0.006376163103,397,0.006762013305,397,0.01169371419,397,0.01563598588,397,0.02970123291,397,0.07138588279,397,0.01097915228,397,0.02391416952,397,0.1020611674,397,0.2637040019,397,0.00795713719,397,0.05716624483,397,0.1947264224,397,0.412510097,397,0.06438827515,397,0.1048288718,397,0.1348537654,
396,0.006228111219,396,0.006308263633,396,0.01324036904,396,0.02030279487,396,0.03688338399,396,0.09276630729,396,0.017083643,396,0.03402698785,396,0.1264015734,396,0.3169798553,396,0.007132312283,396,0.06877366453,396,0.2278531343,396,0.4782565236,396,0.07532525063,396,0.122341767,396,0.1546749026,
395,0.006831193808,395,0.006546260789,395,0.01630073786,395,0.02684890665,395,0.04955141991,395,0.122843273,395,0.0225796178,395,0.04468114674,395,0.1560631692,395,0.3834763169,395,0.00797814969,395,0.0829660669,395,0.2663502693,395,0.5520731211,395,0.08680418879,395,0.1399438232,395,0.1774852723,
394,0.009237759747,394,0.009591228329,394,0.02002919093,394,0.03526961803,394,0.06592715532,394,0.1622129381,394,0.02869426087,394,0.05816268176,394,0.192207709,394,0.4586723745,394,0.009041468613,394,0.09755400568,394,0.3087511659,394,0.6320201159,394,0.09870589525,394,0.1604992598,394,0.2013508379,
393,0.01015310455,393,0.01003790554,393,0.02365085669,393,0.04394882545,393,0.08508738875,393,0.2097984254,393,0.03679836914,393,0.07698691636,393,0.2349383831,393,0.5511695147,393,0.007992756553,393,0.1165741459,393,0.3551788032,393,0.7193364501,393,0.1136883721,393,0.1816111505,393,0.2270421833,
392,0.0133316759,392,0.01452207472,392,0.03113199025,392,0.05948162451,392,0.1119623482,392,0.2731823325,392,0.04953006655,392,0.09975996614,392,0.2888679504,392,0.6590439677,392,0.006557587534,392,0.1378878653,392,0.4064331651,392,0.8129504919,392,0.127788797,392,0.2034552395,392,0.2523331046,
391,0.01558679994,391,0.01587853394,391,0.03904220462,391,0.0756366998,391,0.1431805491,391,0.3493775427,391,0.06514942646,391,0.1293431818,391,0.3543828428,391,0.7850919366,391,0.0069960244,391,0.1603860706,391,0.4617136717,391,0.9134443402,391,0.1424698681,391,0.224965468,391,0.2777706981,
390,0.01974354312,390,0.02052668668,390,0.04795793816,390,0.09622117877,390,0.1830364168,390,0.4420369565,390,0.08126168698,390,0.1619645655,390,0.4275338948,390,0.9283744693,390,0.00562982494,390,0.187774092,390,0.5234398842,390,1.017254472,390,0.1599197388,390,0.2477776259,390,0.3050258458,
389,0.02369732782,389,0.02474787273,389,0.0582799837,389,0.1192189083,389,0.2274460346,389,0.5484704375,389,0.1021813527,389,0.2004248947,389,0.5130133033,389,1.08666718,389,0.007163496222,389,0.216532588,389,0.5849031806,389,1.120960116,389,0.1728663445,389,0.2679783106,389,0.3277183771,
388,0.02837030403,388,0.02879233286,388,0.07132636756,388,0.1450645179,388,0.2739352286,388,0.6611602902,388,0.1217459589,388,0.2380853146,388,0.5966419578,388,1.247468233,388,0.008001431823,388,0.2443542778,388,0.6403613687,388,1.210286379,388,0.1854068786,388,0.2865899205,388,0.3472860754,
387,0.0323070921,387,0.03242464364,387,0.08150717616,387,0.1676866859,387,0.3181255758,387,0.7695388794,387,0.1422921568,387,0.276019156,387,0.6771993041,387,1.398311615,387,0.006153040566,387,0.2700611949,387,0.6905400753,387,1.285284281,387,0.1950470656,387,0.2994321883,387,0.3620939255,
386,0.0366025418,386,0.03674312308,386,0.09070438892,386,0.1892378926,386,0.3590824008,386,0.8686773181,386,0.1609456688,386,0.3107764125,386,0.7490439415,386,1.530441523,386,0.00378711801,386,0.2916615903,386,0.7296133637,386,1.340311885,386,0.202179566,386,0.3083810508,386,0.3711393774,
385,0.04020008817,385,0.04027108476,385,0.09983015805,385,0.2067213207,385,0.3933176398,385,0.9521122575,385,0.174614951,385,0.3348056972,385,0.8080388308,385,1.636262417,385,0.00287340465,385,0.308067143,385,0.7564104795,385,1.372545838,385,0.2060159445,385,0.3136231899,385,0.3753177524,
384,0.04130329937,384,0.04221365601,384,0.1045468822,384,0.2173421085,384,0.414054215,384,1.002075195,384,0.1837346852,384,0.3528310061,384,0.8419610858,384,1.698519826,384,0.004394296557,384,0.3145253658,384,0.7645695806,384,1.38264811,384,0.2044764012,384,0.3111126721,384,0.3730468154,
383,0.04195424169,383,0.04279314354,383,0.1062226743,383,0.2213256806,383,0.4210937619,383,1.017957807,383,0.1863620579,383,0.3590098619,383,0.8501948714,383,1.712923288,383,0.003561928403,383,0.3174121082,383,0.7638020515,383,1.37229073,383,0.2036261111,383,0.3082768023,383,0.3707986772,
382,0.04269714281,382,0.04223933443,382,0.1056155413,382,0.2194664776,382,0.4154264331,382,1.003603578,382,0.1841702014,382,0.3534835279,382,0.8405454159,382,1.683581352,382,0.004039701074,382,0.3135435879,382,0.7499643564,382,1.35003984,382,0.2001100779,382,0.3019531369,382,0.3628663123,
381,0.03965768591,381,0.0406430997,381,0.1009839624,381,0.2095092833,381,0.3993431628,381,0.9673705697,381,0.1769091338,381,0.3397034705,381,0.8118720651,381,1.631167531,381,0.003911954351,381,0.3039201796,381,0.7292962074,381,1.315852046,381,0.1944237202,381,0.2968947291,381,0.3539862037,
380,0.0386919044,380,0.03822314367,380,0.09625761956,380,0.1997533292,380,0.3801651299,380,0.9201253057,380,0.168154493,380,0.3242739439,380,0.7752535343,380,1.570868611,380,0.005297147203,380,0.2930271029,380,0.7064446807,380,1.28257966,380,0.1893313825,380,0.2887561023,380,0.3474998176,
379,0.03656821325,379,0.03666025028,379,0.09143416584,379,0.1887939423,379,0.3588653207,379,0.8684703112,379,0.1591416448,379,0.3068434596,379,0.7422610521,379,1.501376987,379,0.005467582494,379,0.2811575234,379,0.6836524606,379,1.247780085,379,0.1858602464,379,0.2842384875,379,0.34163028,
378,0.03412366658,378,0.03500898182,378,0.08751565963,378,0.1791946441,378,0.3409716189,378,0.8258609176,378,0.1517768949,378,0.2917897105,378,0.7079837918,378,1.444704056,378,0.004801316652,378,0.2720557749,378,0.6646034718,378,1.227384686,378,0.1831141412,378,0.2809481621,378,0.3394357264,
377,0.03273240849,377,0.03321612254,377,0.08324563503,377,0.1688095331,377,0.3221847415,377,0.7825706601,377,0.1436918378,377,0.2786636353,377,0.6798684001,377,1.399738073,377,0.005263345782,377,0.2642075419,377,0.6529902816,377,1.210791945,377,0.1804652214,377,0.2792398334,377,0.3378552496,
376,0.03149425238,376,0.03105855174,376,0.07839141786,376,0.1603755802,376,0.3074961603,376,0.7433425188,376,0.1383515596,376,0.2665165961,376,0.6562841535,376,1.355963469,376,0.0051230588,376,0.2585219145,376,0.6467447877,376,1.205367088,376,0.1818716526,376,0.2807447612,376,0.3399703205,
375,0.03039382584,375,0.03031568229,375,0.07550096512,375,0.1544878483,375,0.2933589518,375,0.7135095596,375,0.1328249127,375,0.2567284405,375,0.6371975541,375,1.32684803,375,0.005588865373,375,0.2549540699,375,0.6454064846,375,1.210957289,375,0.1838034987,375,0.2834233642,375,0.3447884023,
374,0.02854890749,374,0.02970553003,374,0.07252781093,374,0.1481037289,374,0.2826578915,374,0.6876872778,374,0.1274692863,374,0.2477267534,374,0.6224226952,374,1.309528351,374,0.005649807863,374,0.2532845438,374,0.6500117183,374,1.228273749,374,0.1877967119,374,0.2906384766,374,0.3535099924,
373,0.02861445956,373,0.02940023318,373,0.07099820673,373,0.1451819092,373,0.275039047,373,0.6691758037,373,0.1252083778,373,0.2440228909,373,0.6142677665,373,1.303854704,373,0.00583827449,373,0.2534931004,373,0.6598800421,373,1.254083514,373,0.1914727539,373,0.3001434207,373,0.3648550212,
372,0.02853080072,372,0.02776663005,372,0.07002712041,372,0.1417366564,372,0.2700574398,372,0.6605631113,372,0.1235983297,372,0.2420218587,372,0.6145592332,372,1.316645861,372,0.005652325228,372,0.2584412396,372,0.6787433028,372,1.289214253,372,0.199298963,372,0.311878562,372,0.3798490465,
371,0.02844088525,371,0.02958278172,371,0.07032827288,371,0.14244923,371,0.2712980509,371,0.6619775295,371,0.1244600788,371,0.2434145063,371,0.6234471798,371,1.337122917,371,0.006763696205,371,0.2647473514,371,0.7025340796,371,1.341440558,371,0.206242308,371,0.323077172,371,0.3959250748,
370,0.02969560586,370,0.02888461761,370,0.07089555264,370,0.1445532739,370,0.2768894732,370,0.6746903658,370,0.1261927038,370,0.2486497462,370,0.6375682354,370,1.378308535,370,0.007184181828,370,0.27312693,370,0.7310438752,370,1.394547701,370,0.2163293362,370,0.338458389,370,0.4116902053,
369,0.0294705946,369,0.03000371717,369,0.07311592251,369,0.1500354856,369,0.2871876657,369,0.7007693052,369,0.1314677894,369,0.2601569295,369,0.6634736657,369,1.432640076,369,0.006648840383,369,0.2848366499,369,0.7638404369,369,1.452665091,369,0.2269949466,369,0.3544904292,369,0.4295269847,
368,0.0315436013,368,0.03237731382,368,0.07872421294,368,0.1605381072,368,0.3064742088,368,0.7462951541,368,0.1414713711,368,0.2769845724,368,0.7019405961,368,1.509092808,368,0.005618627183,368,0.3005703092,368,0.8046406507,368,1.526994467,368,0.2387163788,368,0.3717701733,368,0.4514980018,
367,0.03203206509,367,0.03310190141,367,0.08116540313,367,0.1684144437,367,0.320507586,367,0.781206131,367,0.1467422694,367,0.2882947326,367,0.7333680987,367,1.568202615,367,0.007188497577,367,0.3111405969,367,0.8323928714,367,1.572916746,367,0.2452012002,367,0.3819282949,367,0.4630104601,
366,0.03418213874,366,0.03496066853,366,0.08543777466,366,0.1759791672,366,0.3387058675,366,0.8249538541,366,0.1550615579,366,0.3044223487,366,0.7660315037,366,1.634266734,366,0.006041653454,366,0.323746264,366,0.8620894551,366,1.617325187,366,0.2530121505,366,0.3917151392,366,0.475584656,
365,0.03608435765,365,0.03631158546,365,0.09049435705,365,0.1859052777,365,0.3553001583,365,0.8672879934,365,0.1630210876,365,0.3182175756,365,0.797113657,365,1.69216907,365,0.005859788973,365,0.3328664005,365,0.8819580674,365,1.648745298,365,0.2579295635,365,0.4000295401,365,0.4823911488,
364,0.03758005425,364,0.03763916343,364,0.0937866047,364,0.1926769763,364,0.3679200709,364,0.8986814022,364,0.1680465341,364,0.3291674852,364,0.8184984922,364,1.733166933,364,0.005851025693,364,0.3396208882,364,0.8956301212,364,1.664479971,364,0.2604955435,364,0.4023546875,364,0.4865891337,
363,0.03833128139,363,0.03814301267,363,0.09544613212,363,0.1962170452,363,0.3759861887,363,0.9162108302,363,0.1711398512,363,0.3351145387,363,0.8314439058,363,1.752321839,363,0.006782022305,363,0.3401013911,363,0.9005904198,363,1.672522783,363,0.259531945,363,0.4008536637,363,0.4841220677,
362,0.03851224855,362,0.0393557176,362,0.09629131854,362,0.1982652396,362,0.3786484897,362,0.920278728,362,0.1720360667,362,0.3361513317,362,0.8325731158,362,1.744259953,362,0.006214403547,362,0.3404517472,362,0.8944427371,362,1.656394839,362,0.2574806213,362,0.3971957266,362,0.4816807806,
